%xcoord,ycoord
703161.431343094,5441577.84807046
703167.1875029,5441543.00003154
703174.187534685,5441508.4999951
703184.408289426,5441480.91610533
703184.562458821,5441480.50003099
703181.124957251,5441445.49995413
703163.750031691,5441424.99997899
703167.187510637,5441393.49996055
703171.790725734,5441390.02426659
703194.999949653,5441372.49995405
703222.874969893,5441359.00004358
703257.625017927,5441355.50002238
703261.425990393,5441352.31357437
703278.500043544,5441337.99997583
703295.874956669,5441320.50002314
703309.812460883,5441299.5000212
703321.210208141,5441274.14913726
703323.750044531,5441268.5000271
703320.250035758,5441243.99996602
703306.312469672,5441219.49999858
703299.375006654,5441184.99995413
703297.412068161,5441179.73408942
703288.937543526,5441156.99997097
703257.62498635,5441150.00002452
703243.750038335,5441177.99997042
703236.287108257,5441187.8313707
703222.87498232,5441205.50002526
703215.875037381,5441240.50000453
703198.499960191,5441254.49995482
703179.77400914,5441248.22060135
703167.187448037,5441243.99996408
703128.937526667,5441229.99995149
703104.562455997,5441205.50004066
703099.464063147,5441195.33387018
703083.749963007,5441164.00005164
703087.187537695,5441139.4999612
703101.124980334,5441139.49996004
703118.500045278,5441153.50001422
703122.113139922,5441154.95564029
703135.874998086,5441160.49995182
703153.312467968,5441157.00003521
703163.749988176,5441136.00003694
703144.037714968,5441096.81147727
703142.875034119,5441094.50003619
703128.937512061,5441055.9999819
703094.187457601,5441042.50005219
703085.658095056,5441025.38012017
703076.75001508,5441007.5000455
703069.812477731,5440945.00000803
703065.687495923,5440928.42602428
703055.875025924,5440889.00003819
703024.562531462,5440847.49998795
703019.067315727,5440842.6592772
702996.749956817,5440823.00002273
702979.375018394,5440771.00002361
702977.19830018,5440755.78264498
702972.437487442,5440722.50000256
702968.937476602,5440676.99999352
702961.189868842,5440657.82204642
702954.999972334,5440642.49997058
702944.62503308,5440611.00003968
702937.624974953,5440568.99998588
702936.104726536,5440561.48161327
702934.187509869,5440552.00004351
702920.250042686,5440513.49995299
702906.312530427,5440503.00004495
702876.095291335,5440492.86727257
702874.999992713,5440492.49998524
702850.687526628,5440468.50002607
702847.187539102,5440429.99999179
702843.967261398,5440404.23777563
702840.250033687,5440374.50004366
702854.187524221,5440336.0000279
702881.999953168,5440336.00004774
702883.21272211,5440336.00004396
702909.812484501,5440335.99996139
702930.687483813,5440326.00000319
702948.062495927,5440315.49999174
702965.437469706,5440301.49996681
702966.191563938,5440293.95905538
702968.937474236,5440266.50000503
702951.562541463,5440228.49995026
702944.729736083,5440198.71385474
702941.125044538,5440183.00002408
702962.000031315,5440120.50003505
702966.620875623,5440103.18222003
702975.874996567,5440068.49995231
702982.629686174,5440004.81314513
702982.875022645,5440002.49997339
702975.8749686,5439925.99996406
702971.225700751,5439905.73246292
702965.43749657,5439880.50004232
702948.062533164,5439845.99996729
702932.296156648,5439814.27852048
702927.18744548,5439803.99996335
702909.812534052,5439762.49999075
702909.812476729,5439719.02890952
702909.81246189,5439710.00001288
702930.687465691,5439682.50001828
702958.499970758,5439668.49995343
702979.009379477,5439653.77533534
702982.875020118,5439651.00001914
702993.312505111,5439622.99999554
702982.874949429,5439588.50002586
702970.805230475,5439561.85138439
702965.437490032,5439549.99999839
702951.562527623,5439498.00002899
702969.241341625,5439470.00467032
702975.874966798,5439459.49996048
703014.18752757,5439442.50004465
703046.311668949,5439410.13504271
703055.874966252,5439400.50003686
703097.624997783,5439379.50000134
703135.333160234,5439367.30692703
703139.37499174,5439365.99998549
703163.750024534,5439352.00004631
703191.562524533,5439327.49995209
703202.809197425,5439299.12992606
703205.437491748,5439292.49998088
703222.875018963,5439268.49997114
703257.625019924,5439233.49998286
703260.335571596,5439219.94720357
703261.12502086,5439215.99994895
703240.250022902,5439198.99998724
703212.437456393,5439191.99999721
703181.124981656,5439181.4999674
703177.65156158,5439175.0939015
703160.249976032,5439142.99998929
703160.249969541,5439104.99999417
703169.322635886,5439081.24139842
703177.62498657,5439059.50001059
703195.000044795,5439028.50000353
703219.374969922,5438997.00001107
703219.953861917,5438995.83529155
703229.812468743,5438975.9999585
703243.749994582,5438945.00000043
703261.125041674,5438920.50001347
703272.906074104,5438913.38054285
703278.499984017,5438910.00005112
703299.374954892,5438899.49998327
703302.874975759,5438878.9999741
703292.437481215,5438847.49996736
703295.890940045,5438831.81949126
703299.375018209,5438815.99997311
703316.750032518,5438792.00003172
703313.312477187,5438767.49998932
703299.375029583,5438750.00002581
703292.445683212,5438750.99499465
703275.000022233,5438753.49997655
703250.687447956,5438763.99998296
703229.812460312,5438812.50002905
703228.464828253,5438815.21468368
703212.437457304,5438847.5000195
703195.000029925,5438861.50002759
703174.187492809,5438854.50005022
703159.357303726,5438841.72322019
703149.812506103,5438833.49997888
703132.437473855,5438808.99999009
703094.187488328,5438781.49998107
703085.287114714,5438776.52572084
703062.874976934,5438763.99997978
703045.437521115,5438736.00001464
703017.625005018,5438711.99997979
703014.678569148,5438708.54187902
702996.750034147,5438687.49996136
702986.312491668,5438655.9999975
702989.812472202,5438618.00004679
702990.08416585,5438617.08897917
703000.249987454,5438583.0000034
703014.187531524,5438555.49996547
703034.207080726,5438528.59368692
703045.437502892,5438513.49998911
703076.750004202,5438479.00000638
703094.187493165,5438454.50004357
703098.303245283,5438452.77228949
703135.874964784,5438437.00003022
703167.187450525,5438430.00002761
703194.199292146,5438427.73554532
703208.937448893,5438426.50000204
703240.249950707,5438402.50001762
703271.562534581,5438388.50002168
703281.745211385,5438393.62186115
703292.437482909,5438399.00002537
703320.250031813,5438398.99998995
703351.562523347,5438381.49995081
703375.220276587,5438376.00274572
703396.75000978,5438371.0000142
703431.562529463,5438346.50004394
703464.279133722,5438359.66899428
703501.12497578,5438374.50003628
703546.312484162,5438406.0000368
703550.50508737,5438408.97091571
703594.999977035,5438440.50001257
703634.726654555,5438462.49109236
703688.937472783,5438492.50003032
703722.857230863,5438509.58186014
703723.687519313,5438509.9999896
703765.437536731,5438513.50002185
703796.749974904,5438506.50002535
703817.356799124,5438492.29352741
703831.562498537,5438482.50000962
703876.750005135,5438436.99999677
703890.585499825,5438424.62812901
703908.062482153,5438408.99999348
703935.875016525,5438406.00001784
703974.124999237,5438409.00004281
703982.558322485,5438414.65590686
703995.000029742,5438423.00002182
704022.875026456,5438444.00001218
704040.25003998,5438468.50002613
704058.139144109,5438477.49812738
704061.124958286,5438478.99997246
704088.937541358,5438471.99995317
704109.812505975,5438440.499965
704124.022751757,5438413.93160612
704137.624985944,5438388.50000427
704168.937475113,5438363.99997374
704196.93715993,5438349.91629558
704210.687502571,5438342.99995138
704231.562455245,5438346.50004046
704255.875003046,5438356.99997148
704276.749982707,5438385.00000867
704277.295470678,5438386.8982041
704290.687514072,5438433.50004691
704304.562524231,5438465.00001637
704310.908085154,5438480.8069432
704325.437458633,5438516.9999549
704353.249975875,5438558.99996277
704363.268669127,5438562.35957103
704363.687517494,5438562.50002512
704391.562479606,5438572.500029
704433.25001247,5438575.99996946
704457.624966886,5438572.49995666
704459.720616306,5438569.78942572
704468.062467014,5438559.00000267
704485.437467947,5438558.9999834
704506.312451479,5438555.49997107
704541.125030803,5438530.99999978
704540.10666331,5438525.90820653
704537.62499318,5438513.49997068
704516.749993909,5438513.50000831
704495.875000031,5438513.50004617
704471.562493635,5438499.50004318
704474.041175914,5438482.19424691
704474.999975285,5438475.50004325
704499.37499426,5438458.00004788
704516.750024215,5438436.99998003
704516.75001332,5438408.99997902
704510.756505057,5438403.82804213
704488.937532987,5438384.99995244
704461.124989291,5438364.0000348
704449.577203303,5438329.615426
704447.18753232,5438322.49996412
704454.124961602,5438280.50001595
704485.437512391,5438248.99997955
704490.690447991,5438247.54345266
704534.124988852,5438235.49997845
704572.437501083,5438228.49998954
704587.877607335,5438232.38605452
704600.250043378,5438235.50002925
704610.687544619,5438273.49999501
704628.062524094,5438280.50000598
704648.937484664,5438266.50003788
704651.092458841,5438263.23845849
704655.874999516,5438256.00002455
704687.187543482,5438245.99998363
704708.062472044,5438225.0000059
704704.562494724,5438196.99995113
704704.675334797,5438196.44380915
704711.562449561,5438162.50003591
704725.43753855,5438137.99996938
704739.374993628,5438120.49998969
704751.648701825,5438112.26849031
704760.249957722,5438106.49996104
704767.187515437,5438089.0000154
704749.812467256,5438068.50003533
704725.437455946,5438051.00001797
704729.803583776,5438037.823245
704735.874976184,5438019.50005018
704753.250046338,5438019.500017
704770.687508221,5437995.49997604
704798.499986246,5437984.99995755
704802.21852277,5437986.07059078
704822.812529447,5437991.99997508
704847.187452697,5438006.0000025
704871.562508519,5438033.50004864
704879.905322528,5438044.30926111
704895.874960885,5438065.00003591
704923.687495677,5438068.49995466
704941.124969361,5438061.5000166
704948.06250594,5438040.50002203
704946.736456348,5438035.81703603
704941.125000053,5438016.00001257
704916.749971789,5438005.99997821
704906.312484404,5437985.00001672
704906.312493665,5437963.99997614
704910.539481856,5437956.56958302
704920.249985631,5437939.50000958
704930.687453193,5437925.99999441
704937.624957589,5437915.50001414
704941.125031943,5437901.50004151
704927.187465664,5437877.00001641
704920.929374852,5437871.95752024
704909.812511141,5437863.0000388
704909.812452125,5437821.49995468
704916.749992215,5437779.49999253
704917.064161829,5437777.93478818
704927.187482173,5437727.49995789
704944.562525995,5437689.49996487
704948.577663295,5437684.11440535
704965.437515195,5437661.50004354
704986.312471534,5437647.49995604
705007.187451764,5437626.50003506
705014.829416432,5437611.3261034
705024.562515855,5437591.99999175
705038.50002616,5437567.50001423
705028.062450846,5437542.99995532
705011.275142047,5437526.57501429
705010.687456434,5437526.00001448
704993.250004716,5437519.00002547
704965.437490081,5437508.49996222
704951.56246774,5437494.50000184
704934.1249664,5437476.99999863
704928.598566278,5437474.22024193
704913.24997185,5437466.49996297
704909.812487854,5437435.50002124
704920.249996605,5437428.50004918
704951.562493766,5437424.99998068
704957.788416374,5437420.82453096
704962.000007203,5437418.00000383
704972.37499704,5437404.00001419
704961.999962566,5437390.00001284
704951.562514697,5437376.00002073
704937.625045789,5437362.4999926
704939.721331632,5437339.44069094
704941.125016217,5437324.00001449
704965.437520978,5437309.99998618
704986.312516338,5437306.5000391
705000.24999047,5437320.49996909
705013.091025267,5437329.11193879
705021.124987101,5437334.49999752
705035.000001599,5437327.49995613
705035.00000833,5437309.99997915
705021.125010642,5437289.50000632
705021.125009025,5437272.000032
705033.06537453,5437262.96399079
705034.999956293,5437261.49996837
705052.374993189,5437254.5000499
705069.812491978,5437233.50005069
705087.187475218,5437240.49999912
705108.062508382,5437254.50002343
705114.866890669,5437257.93288029
705121.937482561,5437261.50004211
705146.312495585,5437261.50003803
705167.187491965,5437261.49999663
705181.125045173,5437254.50001789
705163.687478739,5437233.49998878
705160.571979957,5437231.18668302
705121.937516052,5437202.50001152
705101.124981828,5437188.499985
705101.124972249,5437161.76075314
705101.124965234,5437149.99997853
705111.562532115,5437094.49997814
705130.936568488,5437069.39835957
705135.875013481,5437062.99995046
705177.62504226,5437049.49997577
705198.500003865,5437031.99996483
705214.196839437,5437018.44177231
705222.812508989,5437010.999958
705257.624955015,5437007.49995871
705295.874960351,5437000.49996661
705309.499311775,5436995.02088424
705330.687523243,5436986.49996619
705348.062466054,5436958.99999572
705375.795001853,5436924.10074949
705375.875041887,5436924.00002527
705396.750011929,5436896.00004281
705431.499965935,5436886.00004197
705460.143301782,5436888.21554147
705476.750049322,5436889.5000377
705508.062517346,5436906.49998144
705546.312459533,5436924.00001161
705551.310354455,5436926.51241637
705581.124984933,5436941.50001466
705601.937495145,5436966.00000483
705619.374980667,5436979.50002321
705630.429379685,5436985.06032153
705640.25002279,5436990.00004868
705647.187544068,5437007.50003474
705643.687508761,5437018.00003565
705619.374947966,5437017.99998759
705605.437472383,5437032.00001592
705605.437460793,5437046.98978328
705605.437452489,5437055.99999978
705629.812450507,5437073.49996178
705657.624953692,5437083.99999402
705678.499952564,5437097.99999793
705681.198444928,5437103.4292898
705688.93746054,5437118.99997998
705699.375001806,5437146.50004799
705720.249992786,5437160.49997556
705727.187505257,5437184.99998236
705728.430784601,5437187.218214
705744.562463289,5437216.00001334
705761.937546761,5437209.50004374
705768.937534574,5437191.99998655
705766.262206953,5437162.57160056
705765.437510152,5437153.50002695
705772.375013936,5437132.50002576
705803.687509246,5437132.49999081
705803.687476313,5437164.0000364
705805.119775993,5437169.7292215
705807.187467778,5437177.99997205
705821.062466923,5437185.00005022
705841.937460466,5437192.00000992
705845.437511641,5437209.49999977
705862.812485751,5437223.00002477
705875.814122343,5437217.78074564
705880.250013678,5437216.00003462
705894.125030933,5437195.50000985
705901.062544601,5437185.00004066
705918.500035669,5437181.49999608
705942.812498055,5437171.00004442
705945.041118128,5437157.62819331
705946.312478143,5437149.9999526
705925.437494575,5437139.5000362
705904.562536302,5437125.99997762
705911.499995108,5437091.00002531
705911.500006727,5437082.69774617
705911.500038311,5437055.99997975
705904.562532584,5437014.49995864
705926.546484692,5436992.40330917
705928.937514685,5436990.00002123
705935.87503929,5436951.99998798
705946.312453761,5436920.49998682
705951.715668411,5436896.35611317
705953.250001987,5436889.50004851
705974.125022733,5436875.50000128
706005.437459085,5436868.49996137
706038.960140758,5436856.23021952
706043.687469878,5436854.49995456
706057.624984684,5436830.00003761
706054.124986375,5436805.99999011
706026.312536663,5436805.99996067
706011.656181684,5436805.99996675
706001.937544917,5436805.99997085
705974.124965859,5436799.00003599
705946.312532291,5436784.99998246
705939.772339792,5436755.30401598
705939.375028865,5436753.50001389
705921.937538819,5436739.49997134
705897.625041896,5436711.99995857
705908.062544146,5436683.99998054
705916.987938728,5436682.00467391
705939.374948022,5436676.99997017
705953.250005345,5436666.49998756
705970.687486576,5436646.00004349
705974.124956199,5436618.00000183
705974.124962913,5436613.51960031
705974.125002043,5436583.00000671
705988.062506491,5436562.50002296
706019.375008444,5436562.49997695
706032.697310692,5436562.49995379
706033.250026115,5436562.49995283
706050.624949917,5436551.99996067
706061.062511886,5436527.49996458
706061.062481501,5436506.49998667
706054.125029333,5436485.99997946
706054.125030024,5436476.18291817
706054.125026342,5436451.00004708
706075.000019772,5436433.50000185
706085.437491984,5436437.00000446
706120.249996817,5436440.49998852
706121.727858178,5436440.12719467
706134.125043249,5436436.99997664
706154.999952473,5436422.99998626
706158.499983542,5436391.99998908
706158.500036961,5436361.17355827
706158.500048432,5436353.50003422
706155.000032965,5436301.50001593
706130.625000949,5436273.50003661
706129.94444317,5436270.54820854
706120.250029299,5436228.50004278
706109.812533334,5436207.50003125
706099.37502507,5436179.49999231
706099.126017346,5436176.04946577
706095.875000973,5436130.99997463
706113.250002952,5436124.00003958
706127.187546224,5436116.99999177
706146.574964089,5436110.49886627
706148.062522595,5436110.00004761
706161.937454368,5436099.50004565
706144.562501143,5436082.50001315
706106.312496059,5436078.9999732
706088.937484142,5436075.50001891
706088.432472289,5436075.3306724
706057.625003193,5436064.99995209
706029.812496888,5436051.00002362
706029.812476017,5436014.68712906
706029.812468607,5436005.99999862
706047.187487476,5435981.50001229
706068.062495878,5435964.00003564
706078.499969895,5435960.50004621
706092.375008828,5435960.5000189
706101.472248424,5435960.49999817
706113.249984786,5435960.49997139
706123.687481679,5435960.50004741
706137.625003301,5435950.00000148
706127.187542591,5435932.49997957
706102.812449961,5435922.49996132
706098.938594162,5435909.50971652
706092.375015331,5435887.50001043
706106.312508575,5435873.49998803
706137.625038723,5435862.9999704
706160.260883919,5435854.45429152
706165.437510262,5435852.4999667
706172.374973468,5435838.99997341
706172.374957681,5435797.00001709
706182.81248538,5435766.00003228
706187.159255287,5435764.75171935
706207.187521151,5435758.99996642
706214.124995316,5435748.5000193
706203.687533402,5435723.99995447
706186.312475289,5435689.50002819
706186.467677843,5435688.24723134
706193.250008752,5435633.5000218
706224.562496242,5435615.99995425
706233.400015212,5435614.88783374
706252.375033557,5435612.50000186
706276.74996564,5435602.50002614
706290.62499014,5435595.49998721
706301.062527145,5435584.99998168
706309.489778736,5435562.39273753
706311.500022644,5435556.99998309
706279.925487725,5435468.26120419
706273.249959528,5435449.49997913
706240.566275713,5435376.44755006
706228.062492728,5435348.49996108
706197.899536201,5435286.0788782
706175.874981044,5435240.49998438
706150.644409682,5435198.11916777
706099.518865664,5435112.24167139
706099.374996484,5435112.00000922
706036.937231248,5435034.32028493
705998.499945632,5434986.499982
705972.019396727,5434958.42845467
705903.438788475,5434885.72754768
705887.187543768,5434868.49995385
705832.186937837,5434815.6740933
705800.250029169,5434785.00001549
705751.858983531,5434757.49476668
705664.97055736,5434708.10784162
705647.18745495,5434698.00002889
705579.439278732,5434656.42404427
705556.74999707,5434642.50000227
705496.586709864,5434600.58940817
705466.312530152,5434579.5000063
705413.805635275,5434544.60020129
705382.81254004,5434524.0000091
705329.349057732,5434491.19033397
705292.375016006,5434468.49998069
705239.564897888,5434448.24405102
705219.374962614,5434440.499973
705148.742596826,5434406.66415488
705125.437468787,5434395.50004543
705060.284632783,5434360.19951248
705034.999969743,5434346.5000108
704965.892681652,5434329.42686587
704923.687450212,5434318.99995664
704867.290580208,5434316.16242103
704854.124989445,5434315.50001187
704777.624961557,5434312.00004962
704767.732603758,5434309.59743952
704676.749977491,5434287.5000172
704670.569767358,5434286.20476404
704593.250020664,5434270.00004293
704572.424205554,5434267.79331439
704527.187541583,5434262.99998556
704475.000003807,5434263.00001498
704472.817903259,5434262.39496551
704426.312540741,5434249.50003525
704378.523565648,5434229.82219161
704349.812536528,5434217.99999209
704297.625026843,5434196.99997084
704285.36956489,5434193.91545065
704241.99995513,5434182.99996005
704190.093694149,5434164.16065207
704175.874956026,5434158.99998274
704134.12500128,5434148.50003952
704099.375039368,5434138.00000868
704094.195120334,5434136.26303016
704057.625013539,5434124.00000657
704015.874995218,5434099.49996023
704002.951635288,5434098.49900069
703970.687543961,5434096.00003478
703935.874953937,5434113.50004406
703913.037069071,5434130.74395236
703908.06253895,5434134.50000595
703821.124948592,5434138.00000499
703814.627372073,5434136.36648893
703765.437465083,5434123.99995984
703720.241939566,5434104.50615063
703716.749960001,5434102.99998479
703650.68745891,5434082.5000293
703626.275915127,5434071.0397497
703598.500030228,5434058.0000471
703534.417081515,5434031.73578772
703504.562542113,5434019.49997777
703437.575614945,5434009.86747326
703362.000033814,5433998.99996055
703338.445457605,5434000.24672781
703295.875023921,5434002.50002321
703238.601669763,5434004.55862727
703198.500036611,5434006.00001994
703139.340727613,5433997.18317172
703104.562545246,5433991.99998537
703045.437474172,5433978.00001939
703041.710697772,5433976.49858056
703010.68752036,5433964.00000664
702954.999990445,5433939.49995642
702949.402599912,5433938.69480216
702909.812505557,5433932.99998397
702852.33504012,5433915.98759771
702850.687538102,5433915.49996438
702788.062523401,5433887.49999049
702759.533349582,5433879.52775468
702725.437495099,5433869.9999617
702661.168394572,5433864.11916245
702648.937476516,5433863.00000063
702586.312487256,5433849.50004526
702564.515752367,5433840.467989
702527.187480732,5433825.00003509
702469.85493563,5433808.96292137
702464.625040013,5433807.50001072
702408.937457705,5433790.00001037
702374.821248975,5433778.08777564
702360.24995605,5433772.99997127
702304.62504585,5433755.49999757
702281.912367373,5433742.45481037
702280.249964977,5433741.49999802
702210.687461106,5433723.99996915
702184.851736782,5433719.12312031
702155.062491489,5433713.49999237
702088.937497912,5433710.00003326
702085.964254974,5433711.66172113
702057.625022737,5433727.49996521
702001.604040338,5433765.10844973
701995.062476242,5433769.49998611
701974.187459759,5433793.50003283
701935.937505728,5433835.50003369
701932.976259317,5433837.25904777
701883.749990503,5433866.49999991
701843.069614422,5433879.41929332
701817.624993084,5433887.50000524
701745.461272742,5433900.01907531
701716.749970454,5433904.99995251
701646.019374321,5433908.09448252
701636.749982765,5433908.50002709
701620.12502618,5433912.00001372
701591.249998929,5433905.99999816
701567.187457146,5433904.99998932
701548.3162859,5433898.09286619
701528.937509014,5433890.99995412
701476.749969529,5433845.99999849
701467.239129569,5433841.81094758
701421.125007962,5433821.49998485
701375.021120445,5433803.34659719
701341.125026601,5433790.00003194
701282.956110562,5433764.50968631
701198.499965934,5433727.49999131
701191.17318052,5433725.04064878
701135.937454747,5433706.49997966
701097.043009652,5433691.53710744
701028.062532684,5433665.00002265
701003.073099331,5433657.71832169
700907.125990418,5433629.76020447
700895.937485961,5433626.49997844
700864.624953398,5433619.49997008
700826.374996628,5433626.50003233
700810.312314435,5433632.95967772
700791.56246527,5433640.49997194
700753.3124907,5433661.50001615
700728.937463125,5433651.00000553
700721.004298989,5433645.6795481
700697.625044906,5433630.00001759
700659.375012079,5433613.0000411
700630.401733132,5433620.50390488
700607.249957712,5433626.5000408
700558.499973583,5433640.49998997
700533.198989489,5433640.49998758
700485.500043064,5433640.49998398
700454.187450039,5433623.00002083
700439.157823529,5433616.52014298
700422.875019146,5433609.4999714
700388.062473323,5433606.00000552
700363.750014972,5433609.49997749
700351.649668619,5433628.65160817
700346.374984809,5433637.00002699
700321.999948371,5433650.99999892
700276.812499852,5433657.99999077
700261.218689919,5433662.48395853
700228.125028428,5433671.99996973
700165.500030187,5433679.00003095
700163.020510034,5433678.80824076
700120.250038154,5433675.49995821
700075.062486122,5433654.4999861
700068.50665876,5433651.50058431
700036.812516349,5433636.99998314
699988.124946247,5433629.9999639
699972.23058811,5433629.99996929
699949.812513522,5433629.9999771
699911.562457049,5433650.99995861
699884.600768331,5433671.52054628
699852.437542109,5433696.00001974
699814.187474233,5433730.99997916
699807.848160978,5433735.31815401
699748.124994824,5433775.99999421
699725.855650377,5433792.4286405
699695.937489076,5433814.49999783
699644.570595037,5433850.55461938
699636.812531172,5433856.00003161
699570.68752248,5433855.99999067
699547.132307097,5433849.89936638
699518.562527401,5433842.50001047
699480.249982069,5433828.49998528
699451.883678897,5433819.92889047
699445.499991029,5433818.00001102
699414.187476057,5433796.99995676
699367.317360237,5433767.15715657
699365.499950729,5433765.99998929
699306.375009834,5433773.00003371
699268.194981097,5433775.19476087
699254.18750272,5433775.99996169
699174.187521979,5433759.00001672
699170.282742491,5433757.69062949
699132.437546669,5433745.00002805
699087.198271663,5433705.55789426
699080.249981234,5433699.49998909
699050.374963122,5433678.50004074
699021.124949546,5433658.00002471
699004.929002691,5433649.09843461
698996.562467023,5433644.50003379
698958.562541344,5433623.00002201
698915.349077639,5433605.22199585
698857.687461303,5433581.50001635
698822.053215746,5433569.55079368
698784.624991338,5433557.00000362
698732.212924618,5433526.86393714
698694.187483883,5433504.99995872
698640.352715318,5433489.32043054
698562.000002387,5433466.50000505
698545.103863721,5433459.4026585
698452.967937808,5433420.70032312
698429.875038166,5433410.99999923
698357.70168801,5433391.02384638
698261.388507425,5433364.36630134
698242.000037927,5433358.99996895
698165.499946394,5433337.99999099
698165.013319884,5433337.99999069
698113.312524444,5433337.99995999
698065.321684668,5433342.82924977
698043.750015686,5433344.9999935
697977.687458362,5433355.4999915
697967.400339093,5433360.32269103
697911.562501844,5433386.49998929
697879.175868313,5433406.87810764
697828.124986974,5433439.0000076
697792.065714475,5433455.41021422
697744.62496783,5433477.00000128
697702.293086196,5433499.22427972
697664.625024899,5433519.00003654
697609.584749723,5433535.25283628
697535.937546325,5433557.00004516
697514.094438009,5433564.64511388
697455.937459086,5433584.99999549
697419.465407233,5433596.74656521
697368.999951547,5433612.99998825
697323.998595462,5433626.2618788
697299.437488246,5433633.50002924
697226.222615657,5433646.31256642
697219.437506497,5433647.49995399
697153.312514613,5433657.99998074
697127.486911458,5433661.71301482
697104.624965682,5433664.99995317
697048.999985792,5433699.49996251
697038.50428327,5433703.89936609
697007.250026792,5433716.99997083
696941.946031544,5433726.85717687
696937.687529159,5433727.49996943
696843.035075807,5433741.10857688
696840.312527412,5433741.50000969
696774.187497476,5433762.49997592
696750.241496674,5433776.62641726
696739.437458323,5433783.00003155
696669.875039776,5433803.99997341
696655.913874747,5433808.68156908
696607.250016588,5433825.00000823
696558.706317132,5433827.44243099
696537.687461269,5433828.49997149
696495.937459124,5433818.00001985
696460.226278481,5433815.00625408
696454.187473843,5433814.50000479
696398.562487066,5433825.00001094
696365.859326578,5433842.86481106
696328.9999944,5433862.99999839
696276.114047424,5433886.64563318
696235.062464983,5433905.00003864
696183.627211069,5433924.37586789
696134.187467894,5433942.99996991
696088.738221858,5433955.36114448
696005.500048968,5433978.00004246
695992.137730964,5433980.88177145
695894.452277664,5434001.94868814
695859.437508241,5434009.49999385
695797.109068066,5434024.51453015
695730.749952045,5434040.50002028
695700.452766274,5434049.73595816
695615.937446956,5434075.49999193
695605.498976037,5434080.50378857
695522.062523012,5434120.4999503
695515.589020654,5434124.09203547
695428.209200191,5434172.57823654
695396.812450091,5434189.99996824
695339.624849012,5434218.78658843
695313.374960194,5434232.00003187
695257.687456999,5434253.00002845
695248.163301901,5434258.55746636
695198.562515666,5434287.49999843
695161.840553211,5434308.90088433
695132.499966346,5434326.0000313
695097.687487108,5434360.50001045
695087.13678964,5434373.77732786
695069.875033262,5434395.50003585
695069.874992599,5434436.99999412
695048.999993848,5434458.00004282
695047.949425741,5434458.22267912
694982.937498656,5434471.99999636
694951.880473932,5434459.51023829
694948.125040728,5434457.99997002
694920.312514703,5434447.49999254
694888.999968864,5434444.00004021
694856.151443593,5434455.01506919
694826.374951241,5434464.99995588
694770.750033186,5434495.9999958
694765.97279324,5434496.80096615
694728.999982876,5434502.99996791
694687.249995164,5434489.49997344
694669.249690453,5434484.96617682
694645.562545368,5434479.00001871
694617.687474655,5434475.49996307
694579.437518005,5434485.99998227
694573.065710248,5434490.40065929
694544.68746172,5434510.00003729
694513.37504175,5434527.50003722
694484.697932366,5434534.71217738
694471.62495139,5434537.99996167
694422.937453732,5434573.00001401
694403.2689808,5434590.74021401
694384.687456457,5434607.50002167
694349.875046422,5434642.50001866
694325.572915055,5434650.3581782
694308.125045045,5434655.99999249
694266.374987229,5434656.00004009
694226.635740172,5434658.8567311
694217.687449788,5434659.4999868
694186.375040367,5434663.00002621
694127.744756988,5434672.84000268
694123.812477727,5434673.49996067
694089.000020796,5434673.49996674
694033.374991281,5434690.99995865
694030.684498329,5434691.83238148
693988.125025835,5434705.0000305
693937.541647126,5434727.54210734
693918.562449637,5434736.00003046
693852.499968722,5434764.00004297
693846.287867307,5434768.01916171
693803.812460395,5434795.49998089
693772.500002729,5434816.0000465
693762.72333134,5434822.80589765
693727.249967306,5434847.50002226
693673.208384935,5434864.67880465
693661.187482038,5434868.50001761
693615.999969387,5434875.49996469
693581.187533941,5434892.9999745
693578.568551644,5434893.17385269
693536.000038876,5434896.00004027
693481.069643908,5434879.81207305
693466.437465098,5434875.49997764
693407.24999902,5434854.49998319
693385.382239797,5434854.89298725
693285.470351072,5434856.68859043
693212.499973399,5434858.00000629
693185.631582212,5434855.95982164
693085.990644757,5434848.39384347
693028.12501963,5434843.99997287
692986.238407466,5434843.1394961
692886.331956016,5434841.08712318
692857.749958649,5434840.49996616
692786.410579586,5434840.49997063
692749.874988815,5434840.49997396
692686.483296308,5434840.49996851
692680.312485408,5434840.49996809
692621.187542104,5434843.99999589
692586.755236487,5434841.43246112
692527.312484167,5434836.99996116
692487.571777411,5434843.80572476
692389.078726538,5434860.67306389
692363.812464447,5434865.0000124
692297.749974895,5434893.00002161
692295.247144172,5434893.44097268
692196.836122611,5434910.77911054
692098.425218894,5434928.11721117
692082.062536852,5434930.99999814
692022.937454481,5434937.99995833
691999.389427473,5434941.2680889
691922.062526913,5434951.99995601
691901.103100224,5434958.20359954
691862.937537293,5434969.4999709
691802.81359164,5434969.50000672
691800.312518249,5434969.50000825
691748.187533401,5434975.99996269
691703.361189829,5434978.505222
691685.562524237,5434979.49995557
691626.43749042,5434979.49997743
691603.489343863,5434980.5993062
691553.375044855,5434983.0000268
691504.464329577,5434973.8782419
691424.687528706,5434958.99998718
691406.540091844,5434954.19272398
691358.624976213,5434941.49999735
691310.22667855,5434927.58908336
691285.562469954,5434920.49996023
691214.189485297,5434899.98555772
