%xcoord,ycoord
671363.283188091,5423533.02419696
671355.500008622,5423497.99997347
671341.865144676,5423435.44581547
671338.062491102,5423418.00000719
671313.624999216,5423348.00000441
671309.642903462,5423341.17355808
671289.12497768,5423306.00001079
671271.687482717,5423263.99995688
671266.850091663,5423251.17723882
671250.750029907,5423208.50003274
671240.250030289,5423163.00004623
671236.572867064,5423156.35744565
671222.812471358,5423131.5000314
671198.374964466,5423142.00002864
671191.375006973,5423152.49997502
671187.875011806,5423176.99999705
671180.669880777,5423179.16539944
671152.937533265,5423187.49997092
671121.500035218,5423180.49998688
671104.062542153,5423152.50003697
671106.624976853,5423147.35216312
671117.9999741,5423124.50003908
671131.99996058,5423103.50005118
671156.437527742,5423082.49996572
671159.218287839,5423065.81543255
671159.937531982,5423061.49997136
671132.000000848,5423050.999973
671086.562499325,5423043.99999764
671067.617227334,5423038.57323263
671062.124950741,5423037.00000165
671044.687511255,5423008.9999949
671041.187466246,5422981.49996923
671027.187443429,5422953.49996861
671025.242915568,5422952.52480673
671006.249982613,5422943.00003659
670981.81245725,5422929.00003946
670978.312465778,5422907.99996767
670978.3124576,5422878.79970582
670978.31245651,5422876.4999944
670974.812509473,5422852.0000019
670950.374977441,5422823.99996346
670918.972008345,5422807.04413236
670904.999983824,5422799.50003059
670821.493599602,5422790.20304253
670810.687496437,5422788.9999713
670733.874973233,5422792.5000297
670721.861513352,5422794.21843156
670684.937448359,5422799.50003816
670636.062538335,5422806.50000761
670623.843717705,5422811.56543317
670534.750027402,5422848.50002576
670531.374737262,5422849.23549561
670454.437464889,5422865.99998639
670433.979322228,5422871.39638824
670337.382986989,5422896.87633126
670321.750018075,5422900.99995471
670258.875019634,5422925.49999789
670243.764821107,5422931.48623498
670150.887795044,5422968.28148405
670108.687507254,5422985.00002944
670056.659337075,5423001.2561847
670031.875026497,5423009.00001695
669960.155630319,5423026.95991648
669920.062527561,5423036.9999852
669865.703051661,5423058.80215697
669850.250011029,5423064.99996686
669794.375002995,5423082.49995731
669775.102074475,5423097.94589064
669759.437469023,5423110.49999577
669714.062518327,5423162.99994892
669708.885838511,5423172.05909544
669700.062444528,5423187.49995608
669689.562522682,5423229.50001679
669678.076563751,5423266.58479162
669675.625035482,5423274.50004591
669651.187510409,5423306.00001485
669609.249955533,5423333.99997458
669608.024980252,5423334.4908432
669574.312503124,5423348.00000833
669521.937503713,5423375.99998976
669518.978335456,5423378.96799066
669480.06251095,5423417.99995327
669451.738746646,5423452.68666934
669448.624962276,5423456.49996558
669434.624961588,5423480.50003956
669431.124956574,5423512.00001598
669431.125031684,5423547.49728309
669431.125037324,5423550.49995599
669417.187522062,5423592.50001777
669399.68753725,5423616.99996872
669378.516301439,5423624.72365794
669361.312481172,5423630.99995334
669315.874971136,5423644.99999196
669286.493677424,5423662.19024788
669273.999974996,5423669.49999658
669232.062532051,5423697.50003959
669202.746483098,5423716.61663288
669200.624976306,5423718.000038
669172.687541231,5423753.00003551
669136.960039788,5423791.58173169
669127.312474422,5423802.00001465
669078.37500319,5423829.99997377
669059.096880665,5423852.08846973
669053.937479449,5423858.00000881
669025.99994687,5423893.00000076
669005.062492657,5423903.50003518
668985.233079045,5423916.74589439
668973.624987012,5423924.49998714
668956.187499362,5423944.99999101
668956.187456943,5423965.9999563
668956.187515646,5423987.00001409
668965.602407119,5424001.18568227
668970.124984092,5424007.99997164
668984.125031563,5424025.49997761
668984.124983348,5424053.50000379
668970.124997236,5424067.50003419
668949.187523796,5424067.5000383
668948.614975657,5424067.50003655
668928.187464722,5424067.49997396
668910.750025881,5424064.00004703
668900.249986815,5424091.9999588
668884.266583451,5424119.47018282
668875.812458004,5424134.00004106
668872.312453625,5424172.00000236
668884.654902396,5424215.19860717
668886.312445317,5424221.0000187
668928.187507016,5424287.50004158
668938.455089304,5424298.81456646
668963.125010413,5424325.99999018
669005.0624701,5424360.99996302
669011.153007247,5424367.0211753
669043.499999729,5424398.99999738
669074.875031136,5424420.0000106
669089.152604961,5424428.58189845
669109.812485328,5424441.00003298
669144.749991266,5424476.00000133
669161.748407516,5424496.1217076
669183.18748524,5424521.50001776
669228.562454197,5424546.00002326
669239.236300377,5424556.69505968
669260.000038667,5424577.50002762
669280.937520697,5424622.99995506
669285.931870191,5424642.79895108
669294.937530499,5424678.49995547
669312.374951399,5424720.49996387
669324.811443332,5424732.95870439
669347.312507096,5424755.50003222
669382.250036278,5424780.00000855
669387.226957625,5424804.88461168
669392.750029893,5424832.50001598
669392.749969005,5424894.99997234
669392.348761956,5424904.22801344
669389.250039334,5424975.49997371
669389.250026303,5425004.0596857
669389.249989487,5425045.49998603
669382.768944824,5425103.59830658
669375.250033285,5425170.99995235
669375.250056529,5425203.07919749
669375.250047511,5425302.97816461
669375.250041442,5425310.99999958
669367.30154949,5425402.53265504
669361.312509996,5425471.50000308
669361.312524853,5425502.17204419
669361.312518773,5425565.50000274
669361.312511887,5425602.07097712
669361.312507698,5425610.99997622
669364.812511535,5425656.50001099
669385.050912209,5425697.06740357
669392.749950824,5425712.49995694
669394.838418312,5425795.12611097
669396.187457439,5425848.49999652
669394.361809983,5425894.97217715
669392.750020537,5425935.99999997
669392.750016309,5425994.83947935
669392.74997627,5426047.49995483
669391.001615225,5426094.70605684
669389.249972528,5426142.00001926
669380.242156197,5426193.79510985
669375.250008926,5426222.49995411
669357.81250763,5426284.99998484
669354.962664774,5426290.13888209
669322.874994037,5426348.00000077
669310.05809342,5426379.20644776
669298.437538294,5426407.50001703
669261.991167576,5426466.45584255
669252.999982927,5426481.00001197
669218.124992507,5426526.00000858
669203.793956658,5426547.53503173
669183.187489464,5426578.5000262
669162.31836815,5426637.62908464
669162.187459629,5426637.99999094
669148.249990521,5426711.49999771
669151.34025493,5426736.0013819
669155.24997648,5426766.99997719
669165.68749035,5426812.50002074
669173.847904665,5426832.90104605
669186.68749801,5426865.00004364
669204.124960054,5426917.49999763
669207.784920291,5426926.81357618
669235.562528544,5426997.49995034
669248.589912277,5427017.59730367
669280.937503905,5427067.50000291
669307.027593433,5427098.38388454
669319.374958244,5427112.99996237
669354.312496491,5427144.5000154
669371.958565241,5427173.23903778
669382.249943735,5427189.99995789
669378.749985362,5427249.0000269
669376.538327188,5427270.01074397
669371.74995749,5427315.50000048
669364.81249671,5427360.9999634
669364.003285488,5427369.09205646
669361.312478848,5427396.00000068
669340.312532946,5427430.50003137
669327.862865802,5427460.48622908
669322.874981291,5427472.50001081
669301.937534627,5427510.99999384
669277.500001447,5427545.99999232
669277.255687633,5427546.28919704
669239.062537561,5427591.50003795
669216.512935362,5427625.39998463
669211.124971779,5427633.4999758
669176.187527837,5427699.50001014
669170.246647711,5427713.80921236
669158.749992033,5427741.50003411
669127.527303989,5427804.0571042
669123.812507871,5427811.49997763
669081.875042454,5427870.99999662
669071.418556264,5427886.60667855
669040.000005633,5427933.49995806
669015.499978245,5427965.00001706
669012.910092976,5427967.42301689
668963.125032868,5428014.00003092
668940.006648245,5428035.72200568
668907.250026374,5428066.50002436
668868.447510464,5428105.40941817
668861.874978087,5428112.00005044
668830.437491676,5428171.00004084
668818.67629901,5428191.61897687
668769.179732568,5428278.39291508
668760.562520436,5428293.49999063
668738.566570889,5428373.0199861
668732.625003907,5428394.49995204
668703.845251318,5428466.57808423
668697.687505503,5428481.99997265
668652.26380989,5428551.81591811
668645.312538782,5428562.4999685
668617.374959191,5428628.49997344
668617.374973048,5428643.98205308
668617.374996953,5428726.49996186
668615.344842749,5428743.76091043
668603.67567913,5428842.97484715
668603.43749081,5428844.99996865
668585.937448923,5428925.49996994
668581.255199493,5428940.25327909
668561.49995825,5429002.50000731
668545.233436579,5429033.0280719
668530.062505189,5429061.4999718
668489.558232928,5429115.66688619
668488.1874551,5429117.50004476
668456.749998398,5429156.00001057
668430.218832002,5429195.88583404
668428.812508701,5429198.00003932
668418.312508595,5429240.00003295
668404.312491969,5429264.50001392
668405.681287278,5429290.31159031
668407.812474175,5429330.50000869
668393.875002082,5429358.50001981
668373.840363052,5429378.59448607
668372.937514905,5429379.50003007
668355.437513023,5429400.49997278
668358.937470996,5429435.50003859
668364.428027656,5429471.18844907
668365.937510184,5429481.00004685
668369.43752619,5429516.00001254
668355.437467036,5429554.00003712
668354.340802458,5429568.256874
668351.937512948,5429599.49995571
668351.937512755,5429668.06203352
668351.937482577,5429711.49998316
668338.820063057,5429766.41453501
668334.499983996,5429784.50000808
668313.56252134,5429840.49998238
668304.658718792,5429860.08839318
668296.062528525,5429879.00004371
668271.625008912,5429914.00001364
668247.448097184,5429941.2598807
668243.687466398,5429945.5000524
668191.312492532,5429973.499962
668160.871162874,5429990.44551552
668159.874985446,5429991.00005023
668114.437498251,5430036.00004399
668081.787322844,5430048.0630419
668048.1249925,5430060.49998749
668001.381628642,5430104.23129113
667995.750030778,5430109.49999569
667936.374978381,5430158.50004384
667924.892960382,5430168.46298597
667883.937509485,5430203.99999416
667848.912870711,5430233.31374216
667817.625010666,5430259.49998913
667782.687519018,5430298.00000864
667776.906481559,5430302.13459715
667733.750013904,5430333.00001883
667697.811573148,5430363.03807795
667691.87499099,5430367.9999886
667660.437454532,5430388.99997043
667616.643475073,5430421.19227463
667608.062485706,5430427.50002959
667559.125022776,5430465.5000476
667533.245223219,5430474.15235931
667517.250030976,5430479.49998012
667443.875028432,5430496.99995568
667436.566366993,5430499.07628859
667399.874947342,5430509.50002821
667384.500011711,5430525.00004565
667353.124950711,5430545.99997781
667351.288962481,5430547.15004506
667325.187513832,5430563.50004884
667297.187519262,5430605.49999063
667290.285904806,5430622.79258515
667269.249940481,5430675.49995606
667255.513734423,5430716.40089817
667255.312526041,5430717.00001596
667244.812505475,5430748.49997662
667248.312529095,5430790.49998397
667255.184320119,5430813.40597178
667258.812525803,5430825.50000973
667269.250018457,5430860.49996315
667286.75001065,5430892.00004417
667300.702517401,5430896.66473153
667307.687488258,5430898.99999007
667332.125000728,5430888.50000598
667339.124964168,5430874.49997722
667370.562535846,5430864.00003714
667387.464207441,5430861.17465543
667391.499978152,5430860.50001247
667426.437470716,5430863.99995404
667450.875019832,5430870.99998446
667471.812505215,5430888.50002976
667471.093216596,5430896.45142407
667468.374997661,5430926.499966
667468.375026418,5430975.49995834
667469.825367999,5430996.17420865
667471.812469605,5431024.49995985
667475.312472741,5431073.50003822
667477.028666146,5431095.81013249
667478.81252802,5431118.99998586
667485.812461835,5431150.50002435
667499.812474314,5431178.00004501
667507.646944674,5431189.00761063
667517.249973894,5431202.50003633
667531.187539026,5431230.49996677
667534.687500673,5431265.49996079
667529.391358212,5431281.53167028
667527.750043034,5431286.5000179
667517.249959777,5431303.99997134
667492.812451149,5431317.99996891
667478.812442968,5431317.99997142
667458.514885984,5431342.85750155
667447.374995008,5431356.50003233
667412.500025091,5431415.50000827
667403.152967657,5431425.57991538
667367.062461745,5431464.50005019
667337.86874474,5431501.10115356
667325.187493108,5431517.00003702
667268.986521328,5431573.31267284
667262.312485881,5431579.99996376
667230.875018217,5431632.00000224
667222.345478626,5431660.43176334
667209.874970475,5431702.00000454
667209.874949284,5431750.99999031
667209.874967176,5431758.49740643
667209.87504056,5431793.00003933
667216.874989836,5431824.49999751
667230.874983578,5431835.0000187
667238.981467079,5431848.35754663
667251.812516428,5431869.50002903
667234.374965425,5431880.00004351
667209.874970984,5431879.99998626
667185.437508625,5431890.50004253
667182.818593773,5431893.13067929
667171.499952721,5431904.49997917
667164.500014198,5431921.99997996
667161.000030972,5431960.49996475
667145.722865503,5431981.96461989
667143.562486797,5431984.99998464
667129.562539465,5432013.00004188
667119.124985544,5432051.50002858
667106.275269095,5432072.91627682
667098.125042453,5432086.50001577
667070.187477806,5432114.00002644
667045.750003218,5432138.50001272
667040.082489352,5432147.03937714
667031.812472143,5432159.49998565
667010.812484202,5432187.50000315
667000.375008657,5432222.4999963
666996.132095244,5432235.22870195
666989.874974605,5432254.00000086
666954.937529926,5432275.0000025
666920.316069592,5432293.6936171
666909.56244583,5432299.49995887
666892.062530839,5432320.50003821
666860.624956792,5432358.50004263
666856.765685813,5432368.8221666
666839.687492217,5432414.49997718
666827.328513276,5432464.11317873
666822.250011817,5432484.49999695
666815.249964061,5432540.49998337
666813.519743308,5432562.88296703
666812.312531625,5432578.50000147
666811.74997332,5432585.49995762
666797.812501963,5432651.99996249
666797.349866981,5432661.25277273
666794.31251476,5432722.00001766
666794.31253145,5432761.07224399
666794.312521199,5432819.49996874
666786.180060422,5432860.1623211
666776.812512304,5432906.99998702
666753.536259695,5432953.64504499
666745.375021595,5432969.99995693
666724.437515208,5433032.50001428
666716.4650706,5433046.02902403
666679.062519048,5433109.50001364
666666.440680479,5433132.48614503
666640.625016379,5433179.50002899
666619.855986442,5433220.83540345
666602.187471044,5433255.99996633
666585.275795642,5433314.13120041
666577.749977229,5433339.99997249
666580.264169604,5433412.91043376
666581.25001411,5433441.50000779
666579.262669452,5433512.7607841
666577.749984954,5433567.00002963
666577.750021866,5433612.63473505
666577.750032977,5433650.99996326
666582.684752241,5433712.33156864
666584.75001105,5433737.99999814
666611.86082557,5433807.00932702
666630.124982861,5433853.49999695
666674.182914272,5433877.0255574
666682.562539002,5433881.50001752
666731.437455326,5433906.00001536
666763.375632326,5433922.00484134
666787.312451265,5433934.00004077
666845.929814629,5433977.7116462
666871.12502643,5433996.50000578
666899.062507527,5434006.99998493
666937.232812017,5434012.88047591
666944.499964475,5434014.00004886
666986.374963336,5434021.00002466
667028.312493928,5434021.00000256
667036.46155687,5434020.99999997
667066.687467322,5434020.9999907
667105.124941642,5434020.99996325
667134.748562503,5434030.89415112
667136.562498023,5434031.49999952
667153.999978108,5434038.49999034
667168.000034173,5434049.00004616
667174.999949774,5434066.49998317
667188.937476543,5434104.99996971
667188.234526786,5434106.7652257
667174.999973182,5434139.99997737
667164.500018531,5434150.50001329
667126.062538034,5434164.49996623
667118.128342421,5434167.15261001
667105.125003425,5434171.5000226
667070.187498786,5434202.4999843
667042.304327298,5434230.44555246
667042.249956197,5434230.50004521
667017.812449655,5434251.50002353
666982.87494981,5434276.00000683
666962.150643794,5434289.84920011
666930.500024032,5434310.99998602
666892.06253736,5434338.99997871
666880.655972575,5434347.58044332
666850.187534669,5434370.49998648
666811.750005244,5434395.00004573
666797.418370803,5434402.52498263
666759.374972185,5434422.49995948
666707.946000365,5434446.90693335
666692.999971399,5434453.99996205
666651.125021563,5434453.99995779
666616.187531086,5434457.50001064
666609.986894241,5434458.93289484
666570.749975154,5434468.0000196
666528.87496521,5434482.00000001
666513.404259318,5434482.00001644
666490.437489716,5434482.00004108
666431.062497968,5434506.50004522
666418.365563222,5434506.5000264
666382.187453897,5434506.49997328
666340.24998976,5434516.99996423
666320.822329715,5434523.49519697
666298.375000942,5434530.99999107
666270.437476967,5434534.49997896
666238.999974882,5434541.49998939
666224.09519352,5434546.92874826
666200.562511534,5434555.50003979
666162.124987487,5434555.49996729
666127.249988727,5434548.50000533
666126.481400305,5434548.15773056
666095.812530823,5434534.49999457
666060.875024318,5434510.00001958
666039.937497134,5434499.49997846
666039.713343951,5434499.46261925
666018.93753366,5434495.99995229
665998.000006038,5434499.50001002
665970.062541993,5434520.50003313
665955.030935812,5434537.44836274
665942.124985964,5434551.99998198
665921.18751897,5434583.49996739
665910.687527332,5434600.99998438
665895.949132264,5434617.61773924
665882.749969722,5434632.49998144
665844.312459166,5434652.99996498
665811.242997904,5434668.30488465
665798.937512475,5434674.00000035
665756.999977645,5434691.50003842
665720.443657832,5434709.82495195
665708.125001467,5434716.00003293
665659.249984556,5434736.99997193
665641.749980688,5434751.00000645
665632.232204151,5434755.45223997
665589.375035522,5434775.49999526
665543.999989347,5434789.49996376
665539.005480255,5434790.50006266
665491.562483914,5434800.00003059
665442.687448861,5434806.99999045
665440.737030032,5434807.86856815
665379.812529655,5434834.99999209
665347.966105279,5434844.3862827
665320.437491223,5434852.49995605
665255.025889402,5434880.6051971
665247.124961718,5434883.99996751
665198.249986758,5434911.49997322
665174.098468946,5434937.12601445
665138.875001012,5434974.49995407
665107.437463913,5435009.49999582
665106.384239896,5435010.55479053
665065.500012909,5435051.49996868
665039.902088565,5435084.83684274
665030.56252578,5435097.00000289
664992.18752869,5435131.4999696
664962.083139614,5435144.90630842
664960.750006868,5435145.49999015
664925.812490393,5435173.50003885
664901.375020107,5435198.00002596
664884.724537907,5435207.26865894
664869.937469619,5435215.50000474
664859.437457521,5435236.50000936
664845.500032671,5435281.99998448
664844.422321447,5435293.85471241
664842.000000685,5435320.49995601
664834.999950712,5435351.50002158
664831.565498015,5435392.71426241
664831.500023755,5435393.49996648
664828.0000104,5435428.50002728
664814.062460464,5435481.0000311
664811.195708992,5435490.1736897
664796.562541887,5435537.00004337
664779.363918604,5435584.83540329
664779.124975349,5435585.49998707
664768.624973913,5435616.99997566
664751.187470904,5435648.49999366
664752.15403864,5435678.4625363
664754.687540965,5435756.99997485
664756.823502712,5435778.20705146
664761.6875156,5435826.50002336
664768.001349611,5435877.46578612
664768.625005384,5435882.49999874
664782.625037298,5435920.99999203
664804.164272934,5435970.3585279
664807.062504793,5435977.00001795
664831.500001755,5436022.50000419
664853.676366868,5436056.9839052
664855.937528293,5436060.49997773
664901.375008223,5436092.00000315
664936.312489422,5436109.50001071
664937.574935042,5436109.02553425
664964.250036382,5436098.99998578
664971.18751573,5436085.0000095
665006.125039928,5436063.99996857
665021.041197505,5436062.33934305
665037.562527641,5436060.50001241
665069.000028948,5436060.49995317
665093.437532882,5436053.50001088
665118.755526283,5436045.97771299
665138.8749612,5436039.9999714
665194.750035741,5436032.99995011
665215.507691903,5436024.08108538
665243.625004352,5436012.0000207
665296.000010637,5435994.49996529
665308.577356687,5435988.19521492
665344.875021262,5435969.99997786
665404.165615937,5435970.00001818
665407.749993145,5435970.00002068
665456.68752412,5435969.99998958
665503.476215836,5435977.40858844
665522.99994675,5435980.50000998
665603.126616272,5435980.50001711
665606.8749877,5435980.50001753
665652.250022927,5435977.00000662
665702.014527084,5435967.64828849
665708.124948545,5435966.50002116
665801.226245984,5435956.13488149
665802.437466685,5435956.000034
665851.312533304,5435948.9999687
665898.602747877,5435935.06179614
665910.687513604,5435931.49996821
665938.625010429,5435924.50003338
665994.977270566,5435908.81546689
666001.499990912,5435906.99999265
666064.375031292,5435892.99996895
666091.02165202,5435882.31587507
666116.749963832,5435871.99997824
666165.624994071,5435854.50001644
666185.435561841,5435850.24947379
666214.562457316,5435844.00002434
666270.437521586,5435812.99995906
666275.986462189,5435810.22052783
666305.375004564,5435795.49997877
666364.687466942,5435788.49999001
666371.915247738,5435789.53385361
666413.625018464,5435795.50003226
666434.562502009,5435799.00003156
666469.499955917,5435809.50000734
666469.547037431,5435809.52022517
666500.937542211,5435822.99999226
666532.374966328,5435836.99996616
666561.860497946,5435847.55745523
666581.249953789,5435854.49998046
666623.187481073,5435858.00004819
666660.404206373,5435857.99997647
666668.562495524,5435857.99996086
666717.437488856,5435889.50001057
666747.149960691,5435905.16762014
666783.812467132,5435924.50004621
666823.638040896,5435967.27938303
666832.687511308,5435977.00003659
666864.125033982,5436008.50001699
666885.125000173,5436032.9999544
666892.133208157,5436039.91064448
666916.562493324,5436064.00001037
666947.937522217,5436095.49997238
666960.363943853,5436112.58629916
666975.937529226,5436133.9999864
667034.614709282,5436178.12605186
667045.750041775,5436186.49998466
667098.125017497,5436200.4999697
667129.026677601,5436207.78626851
667157.500001884,5436214.49999342
667199.437463124,5436224.99998955
667225.687178903,5436232.8889822
667234.374959064,5436235.49997628
667276.249973707,5436246.00000972
667321.724486472,5436260.24257635
667332.124962851,5436263.49999536
667377.562522487,5436266.99995925
667420.604847242,5436272.75264675
667429.937513553,5436273.99997567
667485.812482722,5436287.49995256
667515.315866777,5436302.27810273
667520.749963572,5436305.00002513
667559.1249714,5436322.50004336
667587.125019484,5436343.50000267
667599.893732189,5436354.172346
667608.062488299,5436360.99995596
667632.499974529,5436378.50003563
667656.937538156,5436399.50002991
667679.020434069,5436414.98571008
667691.875011905,5436424.00001465
667726.812513088,5436445.00000758
667751.250007775,5436462.5000395
667760.68683629,5436471.97917596
667765.187482289,5436476.50000044
667789.687510736,5436500.99996127
667803.624988991,5436525.00000622
667825.598879864,5436547.03005999
667828.062529981,5436549.50000771
667842.062543201,5436556.50004589
667859.499954108,5436566.99995349
667863.00000541,5436587.99998006
667845.56244479,5436619.49997284
667843.175897724,5436621.48876708
667824.562500659,5436636.99996722
667789.687445027,5436658.00001929
667759.143379613,5436675.00265202
667758.249954739,5436675.49998502
667730.312459248,5436707.00001394
667688.374956703,5436734.99997632
667682.524783253,5436737.45376739
667639.499992788,5436755.50003802
667605.061300871,5436796.10141054
667580.124953954,5436825.50000266
667555.687495249,5436863.99995196
667542.591413126,5436872.74107973
667503.249967736,5436898.99995986
667460.044471765,5436928.99390037
667457.874986409,5436930.49999092
667426.437446587,5436951.49998764
667387.999996064,5436958.49999873
667368.368781709,5436963.96937807
667325.187453873,5436975.99996243
667279.750007617,5436985.99999312
667271.603037652,5436988.57756535
667213.37503588,5437006.9999756
667177.820001477,5437022.59014934
667157.500031828,5437031.50004764
667115.62494947,5437066.50002148
667094.493458356,5437075.91047292
667052.749991726,5437094.50001302
667004.721272668,5437119.61698864
666972.437491641,5437136.50002216
666937.500032814,5437150.50002662
666917.129980058,5437166.37486739
666906.06251199,5437174.99999192
666881.624943109,5437206.49998519
666853.687483847,5437237.50003289
666850.278564347,5437240.06244264
666825.749998759,5437258.50002076
666797.812473737,5437276.00002976
666766.354003733,5437293.99924885
666748.874997183,5437304.0000007
666720.937483441,5437328.50000693
666687.696725752,5437355.14023179
666685.999995311,5437356.50004632
666640.625024281,5437401.99997767
666611.945021093,5437419.23877278
666570.750020293,5437443.99999013
666529.772947407,5437475.73820736
666476.499987846,5437516.99999502
666448.353822361,5437533.27169876
666385.68748523,5437569.49998606
666362.109211791,5437583.67229163
666350.750011593,5437590.50001855
666287.874979691,5437622.00003758
666272.283430067,5437626.81065574
666242.500024852,5437636.00002792
666186.625005024,5437653.49995171
666176.892943059,5437656.46649343
666106.250040368,5437677.99995904
666080.47089704,5437681.69284441
666060.875000776,5437684.49997355
666008.500043724,5437691.50000627
665981.453940028,5437694.88831374
665952.624987018,5437698.49997389
665900.187483371,5437701.99998739
665883.841203803,5437710.19506983
665830.374950848,5437736.99995434
665809.437451914,5437765.00001514
665808.326317304,5437770.00013761
665802.437478618,5437796.49997617
665802.437510847,5437849.00000522
665806.65578975,5437868.80326508
665812.874968184,5437898.00005233
665826.875032193,5437925.49996754
665833.875001,5437943.00003596
665841.845138691,5437961.7084853
665844.312447632,5437967.50004699
665865.312473976,5437981.50000818
665896.749991716,5437978.00000326
665917.687534639,5437957.00002826
665924.549187919,5437955.28077241
665945.625021964,5437950.00001062
665959.562452951,5437950.00004034
665987.499996276,5437949.99997323
666001.500039983,5437953.50001134
665998.00001658,5437970.99998404
665996.590514192,5437974.75865061
665987.499993978,5437998.99998359
665991.000023758,5438016.50000784
666015.437504567,5438026.99997928
666044.86387522,5438024.19268195
666088.812468354,5438019.99995296
666120.249974775,5438016.49996434
666143.431973985,5438023.14038331
666144.687480118,5438023.50001961
666162.12502756,5438033.99994915
666162.124952378,5438058.50000969
666144.687451961,5438079.49999254
666150.42256789,5438105.30797415
666151.687459355,5438110.99998219
666162.125023327,5438146.00000947
666172.625034772,5438180.49997087
666183.663161733,5438198.92428068
666214.562494288,5438250.50001017
666244.586176619,5438276.58263992
666266.937503146,5438296.00003572
666312.312482919,5438309.99995641
666334.936672675,5438312.83432635
666340.24994402,5438313.49997583
666371.687457375,5438313.50004652
666399.625031439,5438316.99996413
666427.562529344,5438324.00003722
666433.677060843,5438324.61257103
666462.500017553,5438327.49996167
666476.500016714,5438327.50004748
666497.437505207,5438309.99999375
666527.077018156,5438309.99997431
666528.874973211,5438309.99997314
666570.750018617,5438299.49999306
666609.18752234,5438296.00000655
666625.199316209,5438299.20240133
666626.687503182,5438299.50004212
666651.125018164,5438309.99999648
666672.062481988,5438313.5000502
666686.000020854,5438306.50003379
666703.500001401,5438296.00004271
666716.999438908,5438301.41910052
666720.937513962,5438302.99995597
666731.437513079,5438324.00000402
666741.937492182,5438323.99999824
666752.374976679,5438306.50000376
666773.312451067,5438296.00001709
666789.907748909,5438302.63813609
666790.81246762,5438303.00002362
666797.81250498,5438327.49995255
666801.31247615,5438344.99996545
666818.750007871,5438344.9999719
666836.187535063,5438327.49995871
666840.44126214,5438314.73863667
666843.18745149,5438306.49997421
666850.187470779,5438289.00004341
666878.125010606,5438289.00002875
666888.62502508,5438310.00001728
666902.006337938,5438326.11518795
666906.062486771,5438331.00002618
666947.937534633,5438351.9999507
666975.937490041,5438351.99995317
666992.653540408,5438343.61700973
667038.750027217,5438320.50004108
667066.687520769,5438302.99997726
667078.096228809,5438292.7137656
667101.62496835,5438271.49999764
667129.562530525,5438215.49995054
667132.740602364,5438210.84868562
667174.999947652,5438148.99999617
667191.330167361,5438130.08622102
667216.875038988,5438100.49995407
667256.668364946,5438054.52139259
667262.31247401,5438047.99999301
667321.687536119,5437988.4999497
667327.281115197,5437983.94500289
667377.562488707,5437943.00000089
667406.198872039,5437922.78608632
667426.437539898,5437908.49996396
667464.874958428,5437884.00004619
667493.334536167,5437876.07886621
667527.750002927,5437866.4999749
667583.624949672,5437838.50002967
667585.178962613,5437837.87693942
667635.999960203,5437817.49996702
667676.782550108,5437798.14553392
667702.374961479,5437785.99998751
667740.749941552,5437768.49996145
667768.485605279,5437758.77513661
667810.624973617,5437744.0000026
667862.705254151,5437725.58001259
667869.999946556,5437722.99999174
667957.312496393,5437701.9999784
667959.652768795,5437701.72407271
668016.687468441,5437694.99998287
668059.154341301,5437694.99999413
668079.562452117,5437694.9999999
668124.93753435,5437705.49999682
668155.652666358,5437717.32974661
668170.374963213,5437722.99995342
668208.750019416,5437729.9999998
668253.862076306,5437730.00002475
668257.687519168,5437730.00002692
668306.562542744,5437726.50003995
668352.457804276,5437716.04379302
668383.374990181,5437708.99997524
668428.812511466,5437684.4999695
668440.013674029,5437672.29514001
668463.687488504,5437646.50004974
668495.125007305,5437625.5000225
668520.809171659,5437616.92159803
668526.562508002,5437615.00000269
668578.937507655,5437621.99995902
668607.893591524,5437651.01359933
668610.375017482,5437653.49995867
668641.812468772,5437674.50005138
668680.250029738,5437681.50002664
668699.00433062,5437676.12792514
668729.124945267,5437667.49998192
668778.062496743,5437656.9999506
668795.920274781,5437661.88614927
668816.437464584,5437667.50001091
668854.875025532,5437677.99996186
668891.464241778,5437690.85085597
668893.312510516,5437691.5000066
668928.187501396,5437709.0000353
668986.701597127,5437715.89849333
668987.562459836,5437715.99998389
669029.499953642,5437705.50000639
669078.129712408,5437678.13798587
669078.375032257,5437677.99995415
669113.312540992,5437667.49998679
669165.687483616,5437691.50003235
669170.281043483,5437694.56696655
669207.624952865,5437719.49999499
669242.562518008,5437754.4999522
669246.657485558,5437758.2347889
669280.937475973,5437789.50004885
669299.723176853,5437839.59519273
669301.937494128,5437845.50003823
669308.875001898,5437904.99997164
669308.874968362,5437938.68874356
669308.874963057,5437942.99999223
669305.437447524,5437995.49996978
669300.416258841,5438038.18013409
669298.437448002,5438054.99999701
669291.437505426,5438114.50000506
669292.491071599,5438137.52784018
669294.937496078,5438190.99998655
669308.518638546,5438235.336592
669308.875025498,5438236.50004374
669329.874953117,5438282.00002406
669349.56392952,5438326.39929312
669357.812463234,5438345.00001939
669423.144610702,5438390.38736959
669427.624994626,5438393.49997037
669473.062462112,5438404.00000245
669517.912645507,5438420.55484552
669539.437478154,5438428.49997276
669612.752557357,5438451.88441559
669616.25000109,5438452.99995448
669682.625044619,5438453.00001528
669712.40128082,5438450.86769628
669780.37500967,5438445.99999896
669812.125907772,5438445.99999891
